cluster_id,size,mean_dist,std_dist,cv
52001,40508,0.6179835296583258,0.13039436616832256,0.21099974337571056
51367,148,0.6094492965835748,0.11437764418462733,0.18767376519392295
51416,147,0.6073970889394518,0.12042988546881682,0.19827208207252675
51908,134,0.561776291080489,0.1310473917449988,0.2332732687827562
51619,127,0.5964462706712113,0.10519248473744361,0.17636539938302434
