cluster_id,size,mean_dist,std_dist,cv
51999,33491,0.5988238274422959,0.12880344991638135,0.21509406275052265
51211,120,0.5517851727809732,0.12424600147532186,0.22517096798583303
51810,106,0.5559343362273195,0.11426640393963072,0.20553938926504373
51788,101,0.5928694558697757,0.12986379864894915,0.21904282192853236
51371,82,0.569071647487478,0.11435725724594238,0.2009540586863603
